BU,Product Name,# Project Key:1,Project Name:2,Branch:3,Last Analysis:4,bugs:5,vulnerabilities:6,code_smells:7,security_hotspots:8,reliability_rating:9,security_rating:10,sqale_rating:11,security_review_rating:12,sqale_debt_ratio:13,sqale_index:14,coverage:15,duplicated_lines_density:16,security_hotspots_reviewed:17,new_bugs:18,new_vulnerabilities:19,new_code_smells:20,new_security_hotspots:21,new_reliability_rating:22,new_security_rating:23,new_maintainability_rating:24,new_security_review_rating:25,new_sqale_debt_ratio:26,new_coverage:27,new_duplicated_lines_density:28,new_security_hotspots_reviewed:29,ncloc:30,iz_component_dw:31,ncloc_language_distribution:32,iz_error_loggers:33,functions:34,burned_budget:35,major_violations:36,new_conditions_to_cover:37,new_blocker_violations:38,iz_global_exception_conf:39,business_value:40,iz_trace_loggers:41,classes:42,comment_lines:43,complexity:44,blocker_violations:45,reopened_issues:46,iz_component_flows:47,info_violations:48,comment_lines_density:49,alert_status:50,lines:51,files:52,iz_info_loggers:53,iz_debug_loggers:54,skipped_tests:55,lines_to_cover:56,new_minor_violations:57,new_uncovered_conditions:58,duplicated_files:59,tests:60,iz_component_batch:61,projects:62,iz_component_ws:63,new_security_remediation_effort:64,confirmed_issues:65,iz_component_ftp:66,minor_violations:67,iz_component_loggers:68,security_remediation_effort:69,test_execution_time:70,uncovered_conditions:71,test_success_density:72,test_failures:73,iz_scripting_components:74,team_size:75,violations:76,iz_component_vm:77,open_issues:78,iz_api_no_of_apis:79,duplicated_blocks:80,new_uncovered_lines:81,iz_client:82,new_violations:83,wont_fix_issues:84,directories:85,conditions_to_cover:86,iz_business_group:87,effort_to_reach_maintainability_rating_a:88,quality_gate_details:89,new_line_coverage:90,new_lines_to_cover:91,false_positive_issues:92,iz_component_file:93,generated_ncloc:94,iz_listener_http:95,new_critical_violations:96,iz_listener_https:97,duplications_data:98,new_duplicated_lines:99,cognitive_complexity:100,new_branch_coverage:101,reliability_remediation_effort:102,generated_lines:103,iz_muit_exists:104,iz_component_database:105,uncovered_lines:106,releasability_rating:107,iz_warn_loggers:108,new_lines:109,critical_violations:110,line_coverage:111,statements:112,duplicated_lines:113,new_reliability_remediation_effort:114,new_duplicated_blocks:115,new_major_violations:116,new_technical_debt:117,new_info_violations:118,test_errors:119,iz_mule_version:120,branch_coverage:121,URL:122
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-account-management-papi,account-management-papi,master,5/13/2023,50,80,798,1,3,5,1,5,2.00%,8853,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,14404,75,api=6619;mule=7785,0,,,361,0,0,No,,0,,,,2,0,25,180,,OK,16566,283,1,0,,,1,0,0,,0,,0,0,0,0,352,86,1164,,,,,0,,928,0,928,21,0,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,1,0,1,,0,,,750,,Yes,0,,,0,76,33,,,0,0,0,3,62,1,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-account-management-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi,account-management-papi,develop,5/30/2023,216,79,631,3,3,4,1,5,1.50%,6359,,0.00%,0,,,,,,,,,,,,,14404,75,api=6619;mule=7785,0,,,361,,,No,,0,,,,0,0,25,180,,OK,16566,283,1,0,,,,,0,,0,,0,,0,0,352,86,1162,,,,,0,,926,0,926,21,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,1,,1,,,,,3240,,Yes,0,,,0,,33,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi,accounts-papi,develop,5/30/2023,52,6,225,2,3,4,1,5,0.80%,2104,,0.00%,0,,,,,,,,,,,,,9256,31,api=3921;mule=5335,0,,,87,,,No,,0,,,,0,0,13,71,,OK,10714,208,0,0,,,,,0,,0,,0,,0,0,113,34,67,,,,,0,,283,0,283,10,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,1,,1,,,,,780,,Yes,0,,,0,,12,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi,accounts-papi,master,5/30/2023,52,6,225,2,3,4,1,5,0.80%,2104,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,9256,31,api=3921;mule=5335,0,,,87,0,0,No,,0,,,,0,0,13,71,,OK,10714,208,0,0,,,0,0,0,,0,,0,0,0,0,113,34,67,,,,,0,,283,0,283,10,0,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,1,0,1,,0,,,780,,Yes,0,,,0,2,12,,,0,0,0,0,15,5,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,develop,4/28/2023,18,3,115,3,3,4,1,5,1.10%,1074,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3255,11,api=1390;mule=1865,0,,,25,0,0,No,,0,,,,0,0,7,37,,OK,3610,71,0,0,,,0,0,0,,0,,0,0,0,0,73,24,33,,,,,0,,136,0,136,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,270,,Yes,0,,,0,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2463,6,api=973;mule=1490,0,,,21,0,0,No,,0,,,,0,0,4,24,,OK,2859,62,9,0,,,0,0,0,,0,,0,0,0,0,43,17,3,,,,,0,,89,0,89,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,225,,No,0,,,1,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,develop,4/28/2023,18,3,151,3,3,4,1,5,1.10%,1272,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3815,16,api=1621;mule=2194,0,,,26,0,0,No,,0,,,,0,0,10,59,,OK,4217,86,0,0,,,0,0,0,,0,,0,0,0,0,86,36,33,,,,,0,,172,0,172,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,270,,Yes,0,,,0,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2421,6,api=955;mule=1466,0,,,21,0,0,No,,0,,,,0,0,4,24,,OK,2818,62,9,0,,,0,0,0,,0,,0,0,0,0,43,17,3,,,,,0,,89,0,89,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,225,,No,0,,,1,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi,ags-css-sapi,master,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,16,api=271;mule=1800,0,,,25,0,0,No,,0,,,,0,0,8,61,,OK,2205,39,0,0,,,0,0,0,,0,,0,0,0,0,31,18,9,,,,,0,,122,0,122,1,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,210,,Yes,0,,,0,4,5,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,develop,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,16,api=271;mule=1800,0,,,25,0,0,No,,0,,,,0,0,8,61,,OK,2205,39,0,0,,,0,0,0,,0,,0,0,0,0,31,18,9,,,,,0,,122,0,122,1,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,210,,Yes,0,,,0,1,5,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,develop,4/28/2023,16,1,70,3,3,4,1,5,0.70%,583,,0.00%,0,0,0,6,0,1,1,1,1,0.00%,,0.00%,,2834,5,api=1010;mule=1824,0,,,18,0,0,No,,0,,,,0,0,4,25,,OK,3042,63,0,0,,,4,0,0,,0,,0,0,0,0,41,17,3,,,,,0,,87,0,87,0,0,0,,6,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,240,,Yes,0,,,0,74,3,,,0,0,0,0,31,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi&branch=develop
,,00d750000000mwkeam,AutoRabitP,master,3/15/2023,746,1050,9201,101,5,4,1,5,2.80%,122419,,13.60%,0,,,,,,,,,,,,,143344,0,sf=135923;vf=7421,0,5828,,6978,,,,,0,1293,30166,28345,3,0,0,36,17.40%,OK,230282,2884,0,0,,,,,219,,0,,0,,0,0,3348,0,28485,,,,,0,,10997,0,10997,0,2226,,,,0,,,,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,0,,0,,,,,13996,,,0,,,0,,632,,199883,31408,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi,b2c-sapi,master,6/7/2023,0,3,194,2,1,4,1,5,1.60%,1332,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2862,29,mule=2862,2,,,28,0,0,No,,0,,,,0,0,10,92,,OK,3844,65,2,0,,,0,0,0,,0,,0,0,0,0,63,56,11,,,,,0,,197,0,197,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,0,,Yes,0,,,0,3,14,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:bills,bills-papi,develop,5/17/2023,18,4,107,5,3,4,1,5,0.70%,948,0.00%,0.00%,0,,,,,,,,,,,,,4783,13,api=2793;java=31;mule=1959,0,1,,32,,,No,,0,1,1,2,0,0,4,38,0.00%,OK,6040,143,0,0,,15,,,0,,0,,0,,0,0,57,17,48,,,,,0,,129,0,129,1,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,2,,270,,Yes,0,15,,0,,2,0.00%,13,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:bills&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills-papi,bills-papi,master,5/17/2023,18,4,107,5,3,4,1,5,0.70%,948,0.00%,0.00%,0,,,,,,,,,,,,,4783,13,api=2793;java=31;mule=1959,0,1,,32,,,No,,0,1,1,2,0,0,4,38,0.00%,OK,6040,143,0,0,,15,,,0,,0,,0,,0,0,57,17,48,,,,,0,,129,0,129,1,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,2,,270,,Yes,0,15,,0,,2,0.00%,13,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills-papi&branch=master
,,bitbucketprod,BitbucketProd,develop,3/29/2023,544,908,8363,92,4,4,1,5,2.80%,113589,,13.90%,0,,,,,,,,,,,,,136588,0,sf=135061;vf=1527,0,5593,,5968,,,,,0,1182,29661,25784,1,0,0,36,17.80%,OK,210307,1426,0,0,,,,,194,,0,,0,,0,0,3172,0,26690,,,,,0,,9815,0,9815,0,2069,,,,0,,,,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,0,,0,,,,,10881,,,0,,,0,,638,,198910,29325,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=develop
,,bitbucketprod,BitbucketProd,master,3/2/2023,741,1043,9354,101,5,4,1,5,2.90%,123132,,14.80%,0,,,,,,,,,,,,,143067,0,sf=135843;vf=7224,0,5810,,7112,,,,,0,1286,30230,28308,3,0,0,36,17.40%,OK,230057,2860,0,0,,,,,219,,0,,0,,0,0,3355,0,28335,,,,,0,,11138,0,11138,0,2230,,,,0,,,,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,0,,0,,,,,13846,,,0,,,0,,632,,199835,33953,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-communication-papi,c2c-communication-papi,master,2/3/2023,475,202,2790,63,3,4,1,5,3.10%,16870,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,18022,185,api=4358;mule=13664,0,,,847,0,0,No,,0,,,,0,0,73,759,,OK,18601,263,29,0,,,0,0,0,,0,,0,0,0,0,1790,415,2976,,,,,0,,3467,0,3467,1,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,7125,,Yes,1,,,0,19,71,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-communication-papi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-nucleus-css-payment-sapi,c2c-css-payment-sapi,master,1/30/2023,78,19,293,4,3,4,1,5,0.90%,2898,,0.00%,0,,,,,,,,,,,,,11187,26,api=7808;mule=3379,0,,,112,,,No,,0,,,,0,0,14,81,,OK,13510,283,2,0,,,,,0,,0,,0,,0,0,185,54,255,,,,,0,,390,0,390,12,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,1,,1,,,,,1170,,Yes,0,,,0,,12,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-nucleus-css-payment-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-css-sapi,c2c-cust-account-css-sapi,master,1/30/2023,677,438,2271,3,3,4,1,5,3.50%,30260,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,28945,78,api=16277;mule=12668,0,,,1208,0,0,No,,0,,,,0,0,38,205,,OK,31928,411,1,0,,,0,0,0,,0,,1,0,0,0,1938,139,6483,,,,,0,,3386,0,3386,35,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,10155,,Yes,0,,,0,12,35,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-css-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,master,6/8/2023,583,386,2475,3,3,4,1,5,2.50%,28184,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,37636,184,api=18262;mule=19374,0,,,1135,0,0,No,,0,,,,0,0,64,530,,OK,38954,628,0,0,,,1,0,0,,0,,0,0,0,0,1688,283,5492,,,,,0,,3444,0,3444,32,0,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,1,0,,0,,,8745,,Yes,0,,,0,50,91,,,0,0,0,2,51,1,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-acct-mgmt-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,develop,6/8/2023,583,386,2475,3,3,4,1,5,2.50%,28184,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,37636,184,api=18262;mule=19374,0,,,1135,0,0,No,,0,,,,0,0,64,530,,OK,38954,628,0,0,,,0,0,0,,0,,0,0,0,0,1688,283,5492,,,,,0,,3444,0,3444,32,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,8745,,Yes,0,,,0,2,91,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-cust-acct-mgmt-papi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-payment-css-sapi,c2c-cust-payment-css-sapi,master,3/28/2023,256,75,844,3,3,4,1,5,2.00%,9480,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,15509,60,api=8642;mule=6867,0,,,393,0,0,No,,0,,,,0,0,34,167,,OK,16486,320,0,0,,,0,0,0,,0,,0,0,0,0,585,123,1080,,,,,0,,1175,0,1175,29,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,3840,,Yes,0,,,0,38,30,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-payment-css-sapi&branch=master
