# Project Key:1,Project Name:2,Last Analysis:3,bugs:4,vulnerabilities:5,code_smells:6,security_hotspots:7,reliability_rating:8,security_rating:9,sqale_rating:10,security_review_rating:11,sqale_debt_ratio:12,sqale_index:13,coverage:14,duplicated_lines_density:15,security_hotspots_reviewed:16,new_bugs:17,new_vulnerabilities:18,new_code_smells:19,new_security_hotspots:20,new_reliability_rating:21,new_security_rating:22,new_maintainability_rating:23,new_security_review_rating:24,new_sqale_debt_ratio:25,new_coverage:26,new_duplicated_lines_density:27,new_security_hotspots_reviewed:28,ncloc:29,classes:30,duplications_data:31,lines:32,iz_client:33,comment_lines_density:34,cognitive_complexity:35,duplicated_lines:36,effort_to_reach_maintainability_rating_a:37,iz_component_loggers:38,wont_fix_issues:39,generated_lines:40,major_violations:41,iz_muit_exists:42,iz_debug_loggers:43,new_info_violations:44,test_success_density:45,test_execution_time:46,minor_violations:47,iz_component_vm:48,iz_trace_loggers:49,iz_listener_https:50,skipped_tests:51,test_failures:52,iz_component_ftp:53,iz_api_no_of_apis:54,security_remediation_effort:55,test_errors:56,new_duplicated_lines:57,iz_business_group:58,new_blocker_violations:59,projects:60,iz_error_loggers:61,false_positive_issues:62,iz_component_database:63,branch_coverage:64,iz_global_exception_conf:65,tests:66,team_size:67,iz_scripting_components:68,new_branch_coverage:69,new_lines_to_cover:70,new_violations:71,violations:72,business_value:73,alert_status:74,iz_component_file:75,open_issues:76,iz_mule_version:77,complexity:78,new_technical_debt:79,iz_component_batch:80,ncloc_language_distribution:81,new_major_violations:82,new_conditions_to_cover:83,confirmed_issues:84,iz_info_loggers:85,line_coverage:86,reliability_remediation_effort:87,statements:88,duplicated_blocks:89,new_duplicated_blocks:90,releasability_rating:91,uncovered_lines:92,files:93,new_uncovered_lines:94,iz_component_flows:95,iz_component_ws:96,new_line_coverage:97,new_security_remediation_effort:98,new_uncovered_conditions:99,blocker_violations:100,new_minor_violations:101,reopened_issues:102,critical_violations:103,new_critical_violations:104,uncovered_conditions:105,new_reliability_remediation_effort:106,duplicated_files:107,new_lines:108,directories:109,iz_warn_loggers:110,iz_listener_http:111,quality_gate_details:112,iz_component_dw:113,lines_to_cover:114,info_violations:115,functions:116,comment_lines:117,generated_ncloc:118,burned_budget:119,conditions_to_cover:120,URL:121
0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-account-management-papi,account-management-papi,5/24/2022,0,4,551,0,1,5,1,1,1.30%,5199,,0.00%,,0,0,6,0,1,1,1,1,0.00%,,0.00%,,13627,,,15729,,,,0,0,86,0,,65,Yes,0,0,,,111,0,0,1,,,0,20,15,,0,NA,6,,0,0,0,,No,,,0,,0,6,555,,OK,0,555,4.x,,90,0,api=6217;mule=7410,0,0,0,1,,0,,0,0,,,276,0,24,0,,0,0,169,0,0,33,0,,0,0,1,,0,1,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",74,,177,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi,accounts-papi,9/29/2022,16,5,172,1,3,5,1,5,0.80%,1762,,0.00%,0,0,0,19,0,1,1,1,1,0.00%,,0.00%,,7783,,,9172,,,,0,0,22,0,,64,Yes,0,10,,,75,0,0,1,,,0,6,51,,0,NA,0,,0,0,0,,No,,,0,,0,19,193,,OK,0,193,4.x,,136,0,api=3357;mule=4426,2,0,0,0,,240,,0,0,,,175,0,7,0,,0,0,1,5,0,7,2,,0,0,235,,0,1,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",21,,46,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi-v2,accounts-papi,5/31/2022,0,3,183,0,1,5,1,1,0.60%,1460,,0.00%,,,,,,,,,,,,,,8822,,,10280,,,,0,0,34,0,,24,Yes,0,,,,47,0,0,1,,,0,8,12,,,NA,,,0,0,0,,No,,,0,,,,186,,OK,0,186,4.x,,,0,api=3837;mule=4985,,,0,0,,0,,0,,,,189,,12,0,,,,29,,0,10,,,,0,,,0,1,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",34,,76,,,,,,
ADA,ada-ml-ops,3/28/2022,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,0.00%,0.00%,,4,0,,12,,55.60%,0,0,0,0,0,,0,,0,0,,,0,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,1,0,0,,OK,0,0,,1,0,0,py=4,0,0,0,0,0.00%,0,6,0,0,,4,2,1,0,0,0.00%,0,0,0,0,0,0,0,,0,0,5,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":true}",0,4,0,1,5,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsne-outages-sapi,admsne-outages-sapi,9/8/2022,90,66,165,3,3,4,1,5,1.50%,1780,,0.00%,0,0,0,6,0,1,1,1,1,0.00%,,0.00%,,3955,,,4860,,,,0,0,26,0,,167,Yes,0,4,,,114,0,0,0,,,0,2,978,,0,NA,0,,0,0,0,,No,,,0,,0,6,321,,OK,0,321,4.x,,37,0,api=1818;mule=2137,0,0,0,0,,1350,,0,0,,,84,0,8,0,,0,0,0,2,0,1,0,,0,0,151,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",14,,39,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,6/7/2022,0,4,85,0,1,5,1,1,0.70%,644,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3255,,,3610,,,,0,0,24,0,,5,Yes,0,0,,,32,0,0,0,,,0,0,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,89,,OK,0,89,4.x,,0,0,api=1390;mule=1865,0,0,0,0,,0,,0,0,,,71,0,7,0,,0,0,15,0,0,1,0,,0,0,3,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",11,,36,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsne-weatherdata-sapi,admsne-weatherdata-sapi,8/19/2022,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2463,,,2859,,,,0,0,17,0,,21,No,0,0,,,43,0,0,0,,,0,0,3,,0,NA,0,,0,0,0,,No,,,0,,0,0,89,,OK,0,89,4.x,,0,0,api=973;mule=1490,0,0,0,9,,225,,0,0,,,62,0,4,0,,0,0,0,0,0,1,0,,0,0,3,,1,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",6,,24,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outages-sapi,admsny-outages-sapi,9/16/2022,90,67,195,4,3,4,1,5,1.30%,2008,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5333,,,6397,,,,0,0,35,0,,171,Yes,0,0,,,128,0,0,0,,,0,2,981,,0,NA,0,,0,0,0,,No,,,0,,0,0,352,,OK,0,352,4.x,,0,0,api=2159;mule=3174,0,0,0,0,,1350,,0,0,,,118,0,12,0,,0,0,0,0,0,3,0,,0,0,69,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",20,,50,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outages-sap,admsny-outages-sapi,9/5/2022,90,67,188,4,3,4,1,5,1.20%,1968,,0.00%,0,,,,,,,,,,,,,5271,,,6314,,,,0,0,34,0,,171,Yes,0,,,,126,0,0,0,,,0,2,981,,,NA,,,0,0,0,,No,,,0,,,,345,,OK,0,345,4.x,,,0,api=2148;mule=3123,,,0,0,,1350,,0,,,,117,,11,0,,,,0,,0,3,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",19,,45,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,8/10/2022,0,4,145,0,1,5,1,1,1.10%,1232,,0.00%,,0,0,70,0,1,1,1,1,0.00%,,0.00%,,3737,,,4139,,,,0,0,35,0,,5,Yes,0,24,,,46,0,0,0,,,0,0,26,,0,NA,26,,0,0,0,,No,,,0,,0,70,149,,OK,0,149,4.x,,654,0,api=1550;mule=2187,0,0,0,0,,0,,0,0,,,86,0,10,0,,0,0,41,20,0,1,0,,0,0,569,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",16,,56,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-troublecalls-res-api,admsny-troublecalls-res-api,6/22/2022,0,1,37,0,1,5,1,1,0.50%,242,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,1522,,,1859,,,,0,0,15,0,,2,Yes,0,0,,,18,0,0,0,,,0,0,3,,0,NA,0,,0,0,0,,No,,,0,,0,0,38,,OK,0,38,4.x,,0,0,mule=1522,0,0,0,0,,0,,0,0,,,35,0,3,0,,0,0,1,0,0,0,0,,0,0,3,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",6,,17,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-weatherdata-sapi,admsny-weatherdata-sapi,8/19/2022,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2421,,,2818,,,,0,0,17,0,,21,No,0,0,,,43,0,0,0,,,0,0,3,,0,NA,0,,0,0,0,,No,,,0,,0,0,89,,OK,0,89,4.x,,0,0,api=955;mule=1466,0,0,0,9,,225,,0,0,,,62,0,4,0,,0,0,0,0,0,1,0,,0,0,2,,1,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",6,,24,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:alarms-sapi,alarms-sapi,4/3/2022,0,5,115,0,1,5,1,1,0.70%,813,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3836,,,4125,,,,0,0,39,0,,8,Yes,0,0,,,47,0,0,0,,,0,0,29,,0,NA,0,,0,0,0,,No,,,0,,0,0,120,,OK,0,120,4.x,,0,0,api=1382;mule=2454,0,0,0,0,,0,,0,0,,,70,0,7,2,,0,0,17,0,0,1,0,,0,0,35,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",8,,47,,,,,,
asb-bridge-provider,asb-bridge-provider,7/14/2022,0,0,5,1,1,1,1,5,0.50%,56,0.00%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,0.00%,0.00%,,375,13,,537,,0.30%,33,0,0,0,0,,3,,0,0,,,0,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,3,0,5,,OK,0,5,,71,0,0,java=375,0,0,0,0,0.00%,0,118,0,0,,144,16,3,0,0,0.00%,0,0,0,0,0,2,0,,0,0,3,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":true}",0,144,0,48,1,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi,b2c-sapi,5/6/2022,0,4,234,0,1,5,1,1,1.80%,1936,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3665,,,4206,,,,0,0,56,0,,26,Yes,0,0,,,63,0,0,0,,,0,8,26,,0,NA,0,,2,0,0,,No,,,0,,0,0,238,,OK,0,238,4.x,,0,0,api=762;mule=2903,0,0,0,2,,0,,0,0,,,101,0,10,0,,0,0,43,0,0,15,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",29,,91,,,,,,
3af37cb5-9e60-4b30-b051-8361edf1d3ef:batch-pif-eapi,batch-pif-eapi,1/31/2022,0,4,449,0,1,5,1,1,1.40%,3940,,0.00%,,0,1,50,0,1,4,1,1,0.00%,,0.00%,,9642,,,10380,,,,0,0,79,0,,92,Yes,0,19,,,105,0,0,0,,,0,2,26,,0,NA,9,,0,0,0,,No,,,0,,0,51,453,,ERROR,0,453,4.x,,448,0,api=1800;mule=7842,10,0,0,0,,0,,0,0,,,132,0,25,0,,3,0,70,10,0,22,3,,0,0,658,,0,2,"{""level"":""ERROR"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""4"",""level"":""ERROR""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",109,,164,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:billing-accounts-papi,billing-accounts-papi,10/3/2022,6,10,110,1,3,5,1,5,1.20%,1250,0.00%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,3520,1,,5503,,0.20%,13,0,0,18,0,,33,Yes,0,0,,,80,0,0,0,,,0,0,113,,0,NA,0,,0,0,0,,No,,,0,,0,0,126,,OK,0,126,4.x,12,0,0,api=1346;java=63;mule=2111,0,0,0,0,0.00%,90,39,0,0,,42,81,0,5,0,,0,0,3,0,0,4,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",9,42,6,3,7,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills,bills-papi,6/3/2022,0,4,81,1,1,5,1,5,0.40%,602,0.00%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,4658,1,,5915,,0.00%,2,0,0,17,0,,10,Yes,0,0,,,24,0,0,1,,,0,1,15,,0,NA,0,,0,0,0,,No,,,0,,0,0,85,,OK,0,85,4.x,2,0,0,api=2715;java=31;mule=1912,0,0,0,0,0.00%,0,13,0,0,,15,141,0,4,0,,0,0,14,0,0,2,0,,0,0,0,,0,1,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",11,15,35,1,1,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:brp-chargesubmission-sapi,brp-chargesubmission-sapi,8/29/2022,0,1,321,19,1,4,1,5,2.90%,1124,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,1311,,,1924,,,,0,0,5,0,,6,No,0,0,,,306,0,0,0,,,0,0,3,,0,NA,0,,0,0,5,,No,,,0,,0,0,322,,OK,0,322,4.x,,0,0,mule=1311,0,0,0,0,,0,,0,0,,,28,0,2,0,,0,0,0,0,0,2,0,,0,0,10,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",5,,8,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cascade-workorders-app,cascade-workorders-app,10/27/2022,4,5,209,1,3,5,1,5,1.10%,1517,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,4564,,,5318,,,,0,0,92,0,,27,Yes,0,0,,,118,0,0,0,,,0,0,32,,0,NA,0,,0,0,7,,No,,,0,,0,0,218,,OK,0,218,4.x,,0,0,api=833;mule=3731,0,0,0,0,,60,,0,0,,,109,0,21,0,,0,0,3,0,0,10,0,,0,0,8,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",58,,60,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:cascade-workorders-app,cascade-workorders-app,5/9/2022,0,3,135,0,1,5,1,1,0.80%,976,,0.00%,,,,,,,,,,,,,,4144,,,4809,,,,0,0,67,0,,10,Yes,0,,,,82,0,0,0,,,0,0,20,,,NA,,,0,0,7,,No,,,0,,,,138,,OK,0,138,4.x,,,0,api=852;mule=3292,,,0,0,,0,,0,,,,104,,15,0,,,,6,,0,6,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",42,,34,,,,,,
CDP_Data_Pipeline,CDP_Data_Pipeline,10/20/2022,0,0,32,0,1,1,1,1,0.00%,90,0.00%,0.50%,,0,0,3,0,1,1,1,1,0.00%,0.00%,0.00%,,32868,0,,77025,,0.50%,25,384,0,0,0,,8,,0,0,,,18,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,105,3,32,,ERROR,0,32,,48,16,0,plsql=509;py=32359,2,0,0,0,0.00%,0,333,12,0,,326,59,105,0,0,0.00%,0,0,0,0,0,6,1,,0,5,74001,,0,0,"{""level"":""ERROR"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""0.0"",""level"":""ERROR""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,326,0,31,156,,,,
CDP_DB2_Data_Pipeline,CDP_DB2_Data_Pipeline,10/31/2022,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,7,0,,62784,,0.00%,0,0,0,0,0,,0,,0,0,,,0,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,0,0,0,,OK,0,0,,1,0,0,py=7,0,0,0,0,0.00%,0,6,0,0,,6,25,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",0,6,0,1,0,,,,
CDP_DB2_TEST_PROJECT_Data_Pipeline,CDP_DB2_TEST_PROJECT_Data_Pipeline,10/3/2022,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,7,0,,51790,,0.00%,0,0,0,0,0,,0,,0,0,,,0,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,0,0,0,,OK,0,0,,1,0,0,py=7,0,0,0,0,0.00%,0,6,0,0,,6,13,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",0,6,0,1,0,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cni-sb-eapi,cni-springboot-eapi,5/11/2022,0,5,871,0,1,5,1,1,1.20%,10119,,0.00%,,,,,,,,,,,,,,27247,,,29008,,,,0,0,94,0,,62,Yes,0,,,,136,0,0,0,,,0,47,29,,,NA,,,0,0,0,,No,,,0,,,,876,,OK,0,876,4.x,,,0,api=11091;mule=16156,,,0,0,,0,,0,,,,446,,41,0,,,,489,,0,40,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",36,,149,,,,,,
