# Project Key:1,Project Name:2,Last Analysis:3,bugs:4,vulnerabilities:5,code_smells:6,security_hotspots:7,reliability_rating:8,security_rating:9,sqale_rating:10,security_review_rating:11,sqale_debt_ratio:12,sqale_index:13,coverage:14,duplicated_lines_density:15,security_hotspots_reviewed:16,new_bugs:17,new_vulnerabilities:18,new_code_smells:19,new_security_hotspots:20,new_reliability_rating:21,new_security_rating:22,new_maintainability_rating:23,new_security_review_rating:24,new_sqale_debt_ratio:25,new_coverage:26,new_duplicated_lines_density:27,new_security_hotspots_reviewed:28,ncloc:29,classes:30,duplications_data:31,lines:32,iz_client:33,comment_lines_density:34,cognitive_complexity:35,duplicated_lines:36,effort_to_reach_maintainability_rating_a:37,iz_component_loggers:38,wont_fix_issues:39,generated_lines:40,major_violations:41,iz_muit_exists:42,iz_debug_loggers:43,new_info_violations:44,test_success_density:45,test_execution_time:46,minor_violations:47,iz_component_vm:48,iz_trace_loggers:49,iz_listener_https:50,skipped_tests:51,test_failures:52,iz_component_ftp:53,iz_api_no_of_apis:54,security_remediation_effort:55,test_errors:56,new_duplicated_lines:57,iz_business_group:58,new_blocker_violations:59,projects:60,iz_error_loggers:61,false_positive_issues:62,iz_component_database:63,branch_coverage:64,iz_global_exception_conf:65,tests:66,team_size:67,iz_scripting_components:68,new_branch_coverage:69,new_lines_to_cover:70,new_violations:71,violations:72,business_value:73,alert_status:74,iz_component_file:75,open_issues:76,iz_mule_version:77,complexity:78,new_technical_debt:79,iz_component_batch:80,ncloc_language_distribution:81,new_major_violations:82,new_conditions_to_cover:83,confirmed_issues:84,iz_info_loggers:85,line_coverage:86,reliability_remediation_effort:87,statements:88,duplicated_blocks:89,new_duplicated_blocks:90,releasability_rating:91,uncovered_lines:92,files:93,new_uncovered_lines:94,iz_component_flows:95,iz_component_ws:96,new_line_coverage:97,new_security_remediation_effort:98,new_uncovered_conditions:99,blocker_violations:100,new_minor_violations:101,reopened_issues:102,critical_violations:103,new_critical_violations:104,uncovered_conditions:105,new_reliability_remediation_effort:106,duplicated_files:107,new_lines:108,directories:109,iz_warn_loggers:110,iz_listener_http:111,quality_gate_details:112,iz_component_dw:113,lines_to_cover:114,info_violations:115,functions:116,comment_lines:117,generated_ncloc:118,burned_budget:119,conditions_to_cover:120,URL:121
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-account-chase-sapi.git,cust-account-chase-sapi,9/7/2022,9,1,24,3,3,4,1,5,0.20%,182,,0.00%,0,,,,,,,,,,,,,3929,,,4116,,,,0,0,6,0,,12,Yes,0,,,,10,0,0,0,,,0,1,3,,,NA,,,0,0,0,,No,,,0,,,,34,,OK,0,34,4.x,,,0,api=2500;mule=1429,,,0,0,,135,,0,,,,107,,2,0,,,,0,,0,2,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,,10,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-account-cris-sapi,cust-account-cris-sapi,9/29/2022,11,43,400,1,3,5,1,5,3.10%,4955,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5321,,,5847,,,,0,0,38,0,,159,Yes,0,0,,,229,0,0,0,,,0,10,620,,0,NA,0,,0,0,0,,No,,,0,,0,0,454,,OK,0,454,4.x,,0,0,api=2983;mule=2338,0,0,0,0,,165,,0,0,,,177,0,11,0,,0,0,2,0,0,11,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",19,,53,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-account-css-sapi,cust-account-css-sapi,8/26/2022,53,433,2902,1,3,5,1,5,4.60%,39650,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,28962,,,31945,,,,0,0,139,0,,1208,Yes,0,0,,,1938,0,0,0,,,0,35,6470,,0,NA,0,,0,0,0,,No,,,0,,0,0,3388,,OK,0,3388,4.x,,0,0,api=16277;mule=12685,0,0,0,1,,795,,0,0,,,411,0,38,1,,0,0,2,0,0,35,0,,0,0,9,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",78,,205,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-account-ods-sapi,cust-account-ods-sapi,9/23/2022,13,58,528,1,3,5,1,5,2.80%,7121,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,8591,,,9491,,,,0,0,23,0,,179,Yes,0,0,,,369,0,0,0,,,0,9,845,,0,NA,0,,0,0,9,,No,,,0,,0,0,599,,OK,0,599,4.x,,0,0,api=4823;mule=3768,0,0,0,0,,195,,0,0,,,179,0,12,0,,0,0,2,0,0,4,0,,0,0,51,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",15,,45,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-acct-mgmt-papi,cust-acct-mgmt-papi,10/3/2022,49,354,3282,1,3,5,1,5,3.20%,37700,,0.00%,0,0,0,2,0,1,1,1,1,0.00%,,0.00%,,39307,,,40623,,,,0,0,351,0,,1153,Yes,0,0,,,1739,0,0,0,,,0,31,5285,,0,NA,0,,0,0,0,,No,,,0,,0,2,3685,,OK,0,3685,4.x,,30,0,api=18165;mule=21142,0,0,0,0,,735,,0,0,,,623,0,69,0,,0,0,2,2,0,120,0,,0,0,10,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",239,,671,,,,,,
6641b892-f738-4320-989d-030083fda5ba:cust-bill-sql-sapi,cust-bill-sql-sapi,2/16/2022,0,5,267,0,1,5,1,1,1.10%,2473,,0.00%,,,,,,,,,,,,,,7615,,,8561,,,,0,0,43,0,,30,Yes,0,,,,56,0,0,0,,,0,8,29,,,NA,,,0,0,17,,No,,,0,,,,272,,OK,0,272,4.x,,,0,api=4086;mule=3529,,,0,0,,0,,0,,,,182,,16,0,,,,80,,0,8,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",33,,98,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-bill-sql-sapi,cust-bill-sql-sapi,6/30/2022,0,5,369,0,1,5,1,1,1.30%,3277,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,8728,,,10134,,,,0,0,70,0,,45,Yes,0,0,,,89,0,0,0,,,0,10,29,,0,NA,0,,0,0,22,,No,,,0,,0,0,374,,OK,0,374,4.x,,0,0,api=4236;mule=4492,0,0,0,0,,0,,0,0,,,217,0,22,0,,0,0,88,0,0,11,0,,0,0,6,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",57,,141,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-payment-cris-sapi,cust-payment-cris-sapi,9/29/2022,14,49,372,1,3,5,1,5,2.30%,4215,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,6045,,,6923,,,,0,0,52,0,,166,Yes,0,0,,,184,0,0,0,,,0,10,710,,0,NA,0,,0,0,0,,No,,,0,,0,0,435,,OK,0,435,4.x,,0,0,api=3544;mule=2501,0,0,0,0,,210,,0,0,,,185,0,14,0,,0,0,2,0,0,11,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",24,,72,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-payment-css-sapi,cust-payment-css-sapi,9/27/2022,41,72,1058,1,3,5,1,5,2.70%,12657,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,15495,,,16477,,,,0,0,123,0,,389,Yes,0,0,,,583,0,0,0,,,0,29,1055,,0,NA,0,,0,0,0,,No,,,0,,0,0,1171,,OK,0,1171,4.x,,0,0,api=8624;mule=6871,0,0,0,0,,615,,0,0,,,320,0,34,0,,0,0,2,0,0,30,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",60,,167,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-payment-mgmt-papi,cust-payment-mgmt-papi,10/27/2022,52,119,1886,1,3,5,1,5,2.00%,19489,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,33121,,,34040,,,,0,0,277,0,,619,Yes,0,0,,,809,0,0,0,,,0,27,1738,,0,NA,0,,0,0,0,,No,,,0,,0,0,2057,,OK,0,2057,4.x,,0,0,api=15605;mule=17516,0,0,0,0,,780,,0,0,,,659,0,61,0,,0,0,2,0,0,134,0,,0,0,5,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",198,,493,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-utilities-css-sapi,cust-utilities-css-sapi,6/7/2022,0,4,103,0,1,5,1,1,0.70%,1083,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5162,,,7771,,,,0,0,14,0,,11,Yes,0,0,,,21,0,0,0,,,0,3,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,107,,OK,0,107,4.x,,0,0,api=3178;mule=1984,0,0,0,0,,0,,0,0,,,143,0,6,0,,0,0,45,0,0,4,0,,0,0,4,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",9,,26,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cust-utilities-mgmt-papi,cust-utilities-mgmt-papi,4/13/2022,0,4,122,0,1,5,1,1,0.80%,1278,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5309,,,6133,,,,0,0,17,0,,13,Yes,0,0,,,24,0,0,0,,,0,3,26,,0,NA,0,,0,0,0,,No,,,0,,0,0,126,,OK,0,126,4.x,,0,0,api=3126;mule=2183,0,0,0,0,,0,,0,0,,,171,0,6,0,,0,0,53,0,0,4,0,,0,0,1,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",13,,32,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:customers-account-papi,customer-account-papi,6/3/2022,0,9,110,0,1,5,1,1,0.50%,915,39.30%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,6218,,,7612,,,,0,0,24,0,,8,Yes,0,0,,,29,0,0,0,,,0,3,41,,0,NA,0,,0,0,0,,No,,,0,,0,0,119,,OK,0,119,4.x,,0,0,api=3901;mule=2317,0,0,0,2,39.30%,0,,0,0,,34,162,0,10,0,,0,0,32,0,0,6,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",11,56,44,,,,,,
8d16d5ff-11e8-4144-a1e6-7623e7672b5f:customer-workevents-papi-2.0,customer-work-events-papi,7/20/2022,51,5,138,0,3,5,1,1,0.30%,1193,,2.30%,,,,,,,,,,,,,,13227,,,13879,,0.00%,,315,0,28,0,,45,Yes,0,,,,52,0,0,1,,,0,6,18,,,NA,,,0,0,0,,No,,,0,,,,194,,OK,0,194,4.x,5,,0,api=2504;css=7190;mule=2916;web=617,,,0,0,,63,,12,,,,125,,10,0,,,,36,,0,5,,,,4,,,0,1,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",7,,56,,6,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:customers-ediftinbound-app,customers-ediftinbound-app,5/17/2022,84,3,344,0,3,5,1,1,0.50%,1712,,3.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,11506,,,13201,,0.10%,,402,0,41,0,,61,Yes,0,0,,,277,0,0,0,,,0,2,23,,0,NA,0,,0,0,11,,No,,,0,,0,0,431,,OK,0,431,4.x,8,0,0,api=324;css=7190;mule=3225;web=767,0,0,0,0,,105,,19,0,,,118,0,8,0,,0,0,17,0,0,9,0,,0,7,5,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",13,,67,,6,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:customers-ediftoutbound-app,customers-ediftoutbound-app,3/16/2022,86,4,511,4,4,5,1,5,0.60%,2478,0.00%,2.70%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,12869,3,,13728,,0.60%,39,374,0,56,0,,84,Yes,0,0,,,387,0,0,0,,,0,1,25,,0,NA,0,,0,0,19,,No,,,0,,0,5,601,,OK,0,601,4.x,33,15,0,api=443;css=7190;java=359;mule=4137;web=740,0,0,0,0,0.00%,115,195,19,0,,246,85,0,7,0,,0,0,10,5,0,23,0,,0,7,46,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",12,246,97,10,74,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:customers-papi,customers-papi,5/17/2022,0,5,50863,0,1,5,2,1,8.70%,155295,,0.00%,,,,,,,,,,,,,,59205,,,61015,,,,0,66488,60,0,,28,Yes,0,,,,50566,0,0,0,,,0,12,40,,,NA,,,0,0,0,,No,,,0,,,,50868,,OK,0,50868,4.x,,,0,api=4945;mule=54260,,,0,0,,0,,0,,,,203,,20,0,,,,159,,0,14,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",47,,101,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:customers-papi,customers-papi,6/7/2022,0,5,50863,0,1,5,2,1,8.70%,155295,,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,59205,,,61015,,,,0,66488,60,0,,28,Yes,0,0,,,50566,0,0,0,,,0,12,40,,0,NA,0,,0,0,0,,No,,,0,,0,0,50868,,OK,0,50868,4.x,,0,0,api=4945;mule=54260,0,0,0,0,,0,,0,0,,,203,0,20,0,,0,0,159,0,0,14,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",47,,101,,,,,,
20fb66fc-3fbd-4ed8-971b-d68fd6899d99:customers-proxy,customers-proxy,5/31/2022,0,5,399,0,1,5,1,1,1.40%,3295,77.80%,0.00%,,0,0,49,0,1,1,1,1,0.00%,,,,7612,,,7754,,,,0,0,6,0,,6,Yes,0,0,,,216,0,0,0,,,0,26,40,,0,NA,33,,0,0,0,,No,,,0,,0,49,404,,OK,0,404,4.x,,543,0,api=5089;mule=2523,0,0,0,0,77.80%,0,,0,0,,2,163,0,4,0,,0,0,165,16,0,4,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",3,9,13,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:cyme-feeder-status-sapi,cyme-feeder-status-sapi,9/8/2022,7,6,95,1,3,5,1,5,0.80%,1043,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,4127,,,5077,,,,0,0,16,0,,26,Yes,0,0,,,58,0,0,0,,,0,0,65,,0,NA,0,,0,0,0,,No,,,0,,0,0,108,,OK,0,108,4.x,,0,0,api=1133;mule=2994,0,0,0,9,,105,,0,0,,,86,0,4,0,,0,0,3,0,0,1,0,,0,0,3,,1,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",5,,20,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:da-customer-papi,da-customer-papi,10/17/2022,194,106,262,2,3,4,1,5,1.00%,2522,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,8626,,,9236,,,,0,0,40,0,,335,Yes,1,0,,,139,0,0,0,,,0,14,1567,,0,NA,0,,0,0,0,,No,,,0,,0,0,562,,OK,0,562,4.x,,0,0,api=4974;mule=3652,0,0,0,0,,2910,,0,0,,,169,0,14,0,,0,0,0,0,0,5,0,,0,0,0,,0,2,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",27,,83,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:da-customers-papi,da-customers-papi,10/22/2022,194,107,286,2,3,4,1,5,1.00%,2719,,0.00%,0,0,1,2,0,1,3,1,1,0.00%,,0.00%,,9118,,,9912,,,,0,0,43,0,,343,Yes,1,1,,,144,0,0,0,,,0,14,1582,,0,NA,0,,0,0,0,,No,,,0,,0,3,587,,ERROR,0,587,4.x,,12,0,api=5028;mule=4090,1,0,0,0,,2910,,0,0,,,190,0,16,0,,15,0,0,1,0,5,0,,0,0,116,,0,2,"{""level"":""ERROR"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""3"",""level"":""ERROR""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",35,,95,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:da-customers-proxy,da-customers-proxy,10/20/2022,0,1,77,1,1,4,1,5,0.80%,331,,0.00%,0,,,,,,,,,,,,,1316,,,1614,,,,0,0,4,0,,3,Yes,0,,,,61,0,0,0,,,0,0,3,,,NA,,,0,0,0,,No,,,0,,,,78,,OK,0,78,4.x,,,0,mule=1316,,,0,0,,0,,0,,,,31,,2,0,,,,0,,0,2,,,,0,,,0,2,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",4,,12,,,,,,
dam-backend,dam-backend,10/31/2022,0,0,8,0,1,1,1,1,0.00%,0,94.50%,2.80%,,0,0,8,0,1,1,1,1,0.00%,94.20%,0.40%,,5281,136,,8319,,0.40%,94,236,0,0,0,,8,,0,0,,14916,0,0,0,0,0,0,0,0,0,0,75,,0,,0,12,0,91.70%,,323,,0,94.50%,2450,8,8,,OK,0,8,,753,0,0,cs=5281,8,110,0,0,94.60%,0,896,8,6,,162,168,142,0,0,94.20%,0,6,0,0,0,0,0,10,0,8,15244,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_coverage"",""op"":""LT"",""period"":1,""error"":""80"",""actual"":""94.21875"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.4919968512201522"",""level"":""OK""}],""ignoredConditions"":false}",0,3017,0,672,21,,,120,
dam-frontend,dam-frontend,11/1/2022,0,0,13,0,1,1,1,1,0.00%,162,0.00%,11.00%,,0,0,12,0,1,1,1,1,0.00%,0.00%,12.80%,,11671,0,,13726,,0.50%,214,1503,0,0,0,,11,,0,0,,,0,0,0,0,,,0,0,0,,1307,,0,,0,1,0,,,,,0,,2187,12,13,,OK,0,13,,1251,155,0,css=28;ts=11643,11,0,0,0,0.00%,0,3047,65,61,,3027,144,2187,0,0,0.00%,0,0,0,0,0,2,1,,0,16,10145,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",0,3027,0,1047,58,,,,
datapipelinecore,datapipelinecore,6/29/2022,0,0,6,3,1,1,1,5,0.10%,17,54.50%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,567,0,,771,,2.10%,52,0,0,0,0,,2,,0,0,,,4,0,0,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,0,0,6,,OK,0,6,,82,0,0,py=567,0,0,0,0,54.50%,0,387,0,0,,179,13,0,0,0,,0,0,0,0,0,0,0,,0,0,1,,0,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,393,0,53,12,,,,
