# Project Key:1,Project Name:2,Branch:3,Last Analysis:4,bugs:5,vulnerabilities:6,code_smells:7,security_hotspots:8,reliability_rating:9,security_rating:10,sqale_rating:11,security_review_rating:12,sqale_debt_ratio:13,sqale_index:14,coverage:15,duplicated_lines_density:16,security_hotspots_reviewed:17,new_bugs:18,new_vulnerabilities:19,new_code_smells:20,new_security_hotspots:21,new_reliability_rating:22,new_security_rating:23,new_maintainability_rating:24,new_security_review_rating:25,new_sqale_debt_ratio:26,new_coverage:27,new_duplicated_lines_density:28,new_security_hotspots_reviewed:29,ncloc:30,URL:31
nationalgrid-reference_sample-dotnet-app,nationalgrid-reference_sample-dotnet-app,main,4/26/2023,0,0,0,0,1,1,1,1,0.00%,0,,0.00%,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=nationalgrid-reference_sample-dotnet-app&branch=main
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-papi,ng-accounts-papi,develop,4/28/2023,187,37,2489,3,3,4,1,5,0.50%,20598,,0.20%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,140440,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-papi,ng-accounts-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-sapi,ng-accounts-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-accounts-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-account-sapi,ng-accounts-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-account-sapi&branch=master
com.mycompany:ng-command_center-meters-sapi,ng-command_center-meters-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=com.mycompany:ng-command_center-meters-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-command_center-meters-sapi,ng-command_center-meters-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-command_center-meters-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-commandcenter-meters-sapi,ng-commandcenter-meters-sapi,develop,4/28/2023,19,5,100,3,3,4,1,5,0.80%,1008,,0.00%,0,,,,,,,,,,,,,4049,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-commandcenter-meters-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-commandcenter-meters-sapi,ng-commandcenter-meters-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-commandcenter-meters-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-distributed-generation-proxy,ng-distributed-generation-proxy,develop,5/1/2023,38,10,313,2,3,4,1,5,1.30%,2170,,0.00%,0,5,0,13,0,3,1,1,1,0.00%,,0.00%,,5454,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-distributed-generation-proxy&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-distributed-generation-proxy,ng-distributed-generation-proxy,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-distributed-generation-proxy&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ng-distributed-generation-proxy,ng-distributed-generation-proxy,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ng-distributed-generation-proxy&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-experian-net-connect,ng-experian-net-connect,develop,4/8/2023,27,8,165,3,3,4,1,5,1.00%,1161,,0.00%,0,,,,,,,,,,,,,3786,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-experian-net-connect&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-experian-net-connect,ng-experian-net-connect,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-experian-net-connect&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-licenses-app,ng-licenses-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-licenses-app&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-mdms-meters-sapi,ng-mdms-meters-sapi,develop,4/28/2023,218,27,478,8,3,4,1,5,0.20%,5311,,0.00%,0,140,10,182,3,3,3,1,5,0.00%,,0.00%,0,114685,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-mdms-meters-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-mdms-meters-sapi,ng-mdms-meters-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-mdms-meters-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ng-mdms-meters-sapi,ng-mdms-meters-sapi,master,1/4/2023,15,10,287,2,3,5,1,5,1.00%,2452,,0.00%,0,0,0,61,0,1,1,1,1,0.00%,,0.00%,,8460,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ng-mdms-meters-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-openweather-weather-sapi,ng-openweather-weather-sapi,develop,4/28/2023,37,6,83,4,3,4,1,5,0.60%,889,,0.00%,0,,,,,,,,,,,,,4619,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-openweather-weather-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-openweather-weather-sapi,ng-openweather-weather-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-openweather-weather-sapi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-files-sapi,ng-rs-files-sapi,master,4/14/2023,20,1,422,2,3,4,1,5,0.00%,2273,,0.00%,0,6,0,102,0,3,1,1,1,0.00%,,0.00%,,418896,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-files-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-files-sapi,ng-rs-files-sapi,develop,4/14/2023,20,1,422,2,3,4,1,5,0.00%,2273,,0.00%,0,6,0,102,0,3,1,1,1,0.00%,,0.00%,,418896,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-files-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-files-sapi,ng-rs-files-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-files-sapi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-itron-meterdata-eapi,ng-rs-itron-meterdata-eapi,master,3/23/2023,36,10,140,2,3,4,1,5,0.90%,1473,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5458,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-itron-meterdata-eapi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-neiso-meterdata-sapi,ng-rs-neiso-meterdata-sapi,master,3/16/2023,25,7,118,2,3,4,1,5,0.80%,1215,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5308,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-neiso-meterdata-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-neiso-meterdata-sapi,ng-rs-neiso-meterdata-sapi,develop,3/16/2023,25,7,118,2,3,4,1,5,0.80%,1215,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5308,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-neiso-meterdata-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-neiso-meterdata-sapi,ng-rs-neiso-meterdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-neiso-meterdata-sapi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-nyiso-meterdata-sapi,ng-rs-nyiso-meterdata-sapi,master,5/4/2023,50,11,153,2,3,4,1,5,1.10%,1692,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5327,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-rs-nyiso-meterdata-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-nyiso-meterdata-sapi,ng-rs-nyiso-meterdata-sapi,develop,5/4/2023,50,11,153,2,3,4,1,5,1.10%,1692,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5327,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-nyiso-meterdata-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-nyiso-meterdata-sapi,ng-rs-nyiso-meterdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-rs-nyiso-meterdata-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-secureebill-sapi,ng-secureebill-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-secureebill-sapi&branch=master
com.mycompany:ng-troublecalls-api,ng-troublecalls-api,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=com.mycompany:ng-troublecalls-api&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-troublecalls-api,ng-troublecalls-api,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-troublecalls-api&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:ng-troublecalls-api,ng-troublecalls-api,develop,4/28/2023,0,3,146,2,1,5,1,5,1.10%,874,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2667,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-troublecalls-api&branch=develop
6d006d9e-f49c-4289-997d-55365c7a6185:ng-troublecalls-api,ng-troublecalls-api,master,12/1/2022,0,3,146,2,1,5,1,5,1.10%,874,,0.00%,0,0,0,119,2,1,1,1,5,0.00%,,0.00%,0,2667,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:ng-troublecalls-api&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-unifier-sapi,ng-unifier-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-unifier-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-app,ng-weather-app,develop,4/28/2023,14,2,114,3,3,4,1,5,0.90%,835,,0.00%,0,,,,,,,,,,,,,2995,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-app&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-app,ng-weather-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-app&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-papi,ng-weather-papi,develop,4/28/2023,18,4,81,3,3,4,1,5,0.40%,856,,0.00%,0,,,,,,,,,,,,,6393,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-papi,ng-weather-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-weather-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workdesigns-papi,ng-workdesigns-papi,develop,4/28/2023,50,26,217,3,3,4,1,5,1.20%,2209,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,6383,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workdesigns-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workdesigns-papi,ng-workdesigns-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workdesigns-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workers-papi,ng-workers-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ng-workers-papi&branch=master
com.nationalgrid.automation.core:ng_core_automation_framework,ng_core_automation_framework,master,4/28/2023,6,0,414,49,3,1,1,5,4.00%,3632,0.00%,0.40%,0,0,0,0,0,1,1,1,1,0.00%,,,,3038,https://sonarqube-us.nationalgrid.com/dashboard?id=com.nationalgrid.automation.core:ng_core_automation_framework&branch=master
00d8d0000006s4yuaa,NGDEVINT,ezcommits_gbeteam-62543,5/18/2023,24,1,81,0,3,2,1,1,2.60%,781,,16.70%,,,,,,,,,,,,,,996,https://sonarqube-us.nationalgrid.com/dashboard?id=00d8d0000006s4yuaa&branch=ezcommits_gbeteam-62543
00d8d0000006s4yuaa,NGDEVINT,ezcommits_gbeteam-62543.20230518211433875,5/18/2023,24,1,81,0,3,2,1,1,2.60%,781,,16.70%,,,,,,,,,,,,,,996,https://sonarqube-us.nationalgrid.com/dashboard?id=00d8d0000006s4yuaa&branch=ezcommits_gbeteam-62543.20230518211433875
00d8d0000006s4yuaa,NGDEVINT,master,4/5/2023,753,1049,9239,98,5,4,1,5,2.80%,122867,,13.80%,0,,,,,,,,,,,,,144003,https://sonarqube-us.nationalgrid.com/dashboard?id=00d8d0000006s4yuaa&branch=master
NGG-Salesforce,NGG-Salesforce,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=NGG-Salesforce&branch=master
NGP-Salesforce,NGP-Salesforce,chandansahu/sonar-scanner.properties-1659119235527,3/12/2023,0,0,3,0,1,1,2,1,6.90%,25,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,12,https://sonarqube-us.nationalgrid.com/dashboard?id=NGP-Salesforce&branch=chandansahu/sonar-scanner.properties-1659119235527
NGP-Salesforce,NGP-Salesforce,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=NGP-Salesforce&branch=master
NGVOB,NGV-OceanBrain,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=NGVOB&branch=master
NGVPM,NGV-PortfolioManagement,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=NGVPM&branch=master
NGV-Salesforce,NGV-Salesforce,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=NGV-Salesforce&branch=master
VBY,NGV-Visibly,defect/VBYTEAM-931-filter-work-orders,6/1/2023,0,0,83,1,1,1,1,5,0.80%,541,0.00%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,2264,https://sonarqube-us.nationalgrid.com/dashboard?id=VBY&branch=defect/VBYTEAM-931-filter-work-orders
VBY,NGV-Visibly,defect/VBYTEAM-931-filter-work-orders-wo-class-implementation,6/5/2023,0,0,83,1,1,1,1,5,0.80%,543,0.00%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,0.00%,0.00%,,2299,https://sonarqube-us.nationalgrid.com/dashboard?id=VBY&branch=defect/VBYTEAM-931-filter-work-orders-wo-class-implementation
VBY,NGV-Visibly,master,4/28/2023,0,0,83,1,1,1,1,5,0.80%,541,0.00%,0.00%,0,,,,,,,,,,,,,2263,https://sonarqube-us.nationalgrid.com/dashboard?id=VBY&branch=master
npm-sample-app,npm-sample-app,feature/GSTTEAM-1590-regression-PublishFormatType-zip,2/24/2023,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,,,,,,,,,,,,,100,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app&branch=feature/GSTTEAM-1590-regression-PublishFormatType-zip
npm-sample-app,npm-sample-app,feature/raytestingenv,2/3/2023,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,,,,,,,,,,,,,100,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app&branch=feature/raytestingenv
npm-sample-app,npm-sample-app,master,2/9/2023,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,99,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app&branch=master
npm-sample-app,npm-sample-app,testPR,2/9/2023,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,99,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app&branch=testPR
npm-sample-app-max,npm-sample-app-max,feature/GCITEAM-383-set-up-pipeline-for-sample-react-app-in-jenkins,10/10/2022,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,,,100,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app-max&branch=feature/GCITEAM-383-set-up-pipeline-for-sample-react-app-in-jenkins
npm-sample-app-max,npm-sample-app-max,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=npm-sample-app-max&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nuc-autharization-policy-papi,nuc-autharization-policy-papi,develop,5/31/2023,16,3,537,3,3,4,1,5,0.90%,2091,0.00%,0.00%,0,,,,,,,,,,,,,7928,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nuc-autharization-policy-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:nuc-autharization-policy-papi,nuc-autharization-policy-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nuc-autharization-policy-papi&branch=master
null_Data_Pipeline,null_Data_Pipeline,develop,3/21/2023,0,0,2972,0,1,1,1,1,0.30%,8506,0.00%,83.10%,,,,,,,,,,,,,,91262,https://sonarqube-us.nationalgrid.com/dashboard?id=null_Data_Pipeline&branch=develop
null_Data_Pipeline,null_Data_Pipeline,master,6/5/2023,0,0,0,0,1,1,1,1,0.00%,0,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2,https://sonarqube-us.nationalgrid.com/dashboard?id=null_Data_Pipeline&branch=master
com.mycompany:nws-weatherdata-sapi,nws-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=com.mycompany:nws-weatherdata-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nws-weatherdata-sapi,nws-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nws-weatherdata-sapi&branch=master
ny-streetlights,ny-streetlights,develop,12/22/2021,30,0,151,0,4,1,1,1,0.40%,1264,0.00%,1.40%,,0,0,0,0,1,1,1,1,0.00%,,,,10000,https://sonarqube-us.nationalgrid.com/dashboard?id=ny-streetlights&branch=develop
ny-streetlights,ny-streetlights,feature/contactupdatesjira1113,1/3/2022,29,0,150,0,4,1,1,1,0.40%,1261,0.00%,1.40%,,0,0,0,0,1,1,1,1,0.00%,,,,10166,https://sonarqube-us.nationalgrid.com/dashboard?id=ny-streetlights&branch=feature/contactupdatesjira1113
ny-streetlights,ny-streetlights,feature/DOTTEAM-3568,12/16/2021,30,0,151,0,4,1,1,1,0.40%,1264,0.00%,1.40%,,0,0,0,0,1,1,1,1,0.00%,,,,10000,https://sonarqube-us.nationalgrid.com/dashboard?id=ny-streetlights&branch=feature/DOTTEAM-3568
ny-streetlights,ny-streetlights,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=ny-streetlights&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-papi,nyc-epermit-maximo-papi,develop,3/20/2023,106,4,576,4,3,4,1,5,0.60%,2583,,3.70%,0,,,,,,,,,,,,,13431,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-papi,nyc-epermit-maximo-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-sapi,nyc-epermit-maximo-sapi,develop,4/28/2023,93,4,289,4,3,4,1,5,0.40%,1619,,3.70%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,12644,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-sapi,nyc-epermit-maximo-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-epermit-maximo-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-svc-permit-app,nyc-svc-permit-app,develop,5/26/2023,14,3,183,5,3,4,1,5,1.40%,1313,,0.00%,0,,,,,,,,,,,,,3202,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-svc-permit-app&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-svc-permit-app,nyc-svc-permit-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyc-svc-permit-app&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:nyc-svc-permit-app,nyc-svc-permit-app,master,5/26/2023,14,3,183,5,3,4,1,5,1.40%,1313,,0.00%,0,,,,,,,,,,,,,3202,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:nyc-svc-permit-app&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nyiso-whslset-meterdata-sapi,nyiso-whslset-meterdata-sapi,develop,4/28/2023,50,11,153,2,3,4,1,5,1.10%,1692,94.10%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5321,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyiso-whslset-meterdata-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:nyiso-whslset-meterdata-sapi,nyiso-whslset-meterdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nyiso-whslset-meterdata-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:nysl-email-sapi,nysl-email-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:nysl-email-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ods-sapi,ods-sapi,develop,5/17/2023,89,20,275,5,3,4,1,5,1.30%,2720,,0.00%,0,,,,,,,,,,,,,6974,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ods-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ods-sapi,ods-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ods-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-ods-sapi,ods-sapi,master,5/17/2023,89,20,275,5,3,4,1,5,1.30%,2720,,0.00%,0,,,,,,,,,,,,,6974,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-ods-sapi&branch=master
oip-backend,oip-backend,dev,6/2/2023,0,0,46,0,1,1,1,1,0.00%,0,0.00%,51.50%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,9548,https://sonarqube-us.nationalgrid.com/dashboard?id=oip-backend&branch=dev
oip-frontend,oip-frontend,dev,5/22/2023,5,0,419,0,3,1,1,1,0.20%,2686,0.00%,4.40%,100,0,0,0,0,1,1,1,1,0.00%,0.00%,1.80%,,45072,https://sonarqube-us.nationalgrid.com/dashboard?id=oip-frontend&branch=dev
