# Project Key:1,Project Name:2,Branch:3,Last Analysis:4,bugs:5,vulnerabilities:6,code_smells:7,security_hotspots:8,reliability_rating:9,security_rating:10,sqale_rating:11,security_review_rating:12,sqale_debt_ratio:13,sqale_index:14,coverage:15,duplicated_lines_density:16,security_hotspots_reviewed:17,new_bugs:18,new_vulnerabilities:19,new_code_smells:20,new_security_hotspots:21,new_reliability_rating:22,new_security_rating:23,new_maintainability_rating:24,new_security_review_rating:25,new_sqale_debt_ratio:26,new_coverage:27,new_duplicated_lines_density:28,new_security_hotspots_reviewed:29,ncloc:30,URL:31
0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-account-management-papi,account-management-papi,master,5/13/2023,50,80,798,1,3,5,1,5,2.00%,8853,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,14404,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:nucleus-account-management-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi,account-management-papi,develop,5/30/2023,216,79,631,3,3,4,1,5,1.50%,6359,,0.00%,0,,,,,,,,,,,,,14404,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi,account-management-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:account-management-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-cris-sapi,accounts-cris-sapi1.1.8-1.0.5-mule-application,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-cris-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi,accounts-papi,develop,5/30/2023,52,6,225,2,3,4,1,5,0.80%,2104,,0.00%,0,,,,,,,,,,,,,9256,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi,accounts-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:accounts-papi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi,accounts-papi,master,5/30/2023,52,6,225,2,3,4,1,5,0.80%,2104,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,9256,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:accounts-papi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:admsne-outages-sapi,admsne-outages-sapi,master,12/1/2022,90,66,164,3,3,4,1,5,1.50%,1765,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3888,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsne-outages-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,develop,4/28/2023,18,3,115,3,3,4,1,5,1.10%,1074,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3255,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-vehicles-app,admsne-vehicles-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-vehicles-app&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2463,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outages-sapi,admsny-outages-sapi,master,12/1/2022,90,66,191,4,3,4,1,5,1.30%,1977,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,5181,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outages-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,develop,4/28/2023,18,3,151,3,3,4,1,5,1.10%,1272,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3815,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api,admsny-troublecalls-res-api,develop,11/11/2022,0,0,37,1,1,1,1,5,0.50%,242,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,1522,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api,admsny-troublecalls-res-api,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-vehicles-app,admsny-vehicles-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsny-vehicles-app&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2421,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi,ags-css-sapi,master,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,develop,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,develop,4/28/2023,16,1,70,3,3,4,1,5,0.70%,583,,0.00%,0,0,0,6,0,1,1,1,1,0.00%,,0.00%,,2834,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi&branch=master
AMI_Data_Pipeline,AMI_Data_Pipeline,feature/devPOC,4/12/2023,0,0,3,0,1,1,1,1,1.70%,15,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,29,https://sonarqube-us.nationalgrid.com/dashboard?id=AMI_Data_Pipeline&branch=feature/devPOC
AMI_Data_Pipeline,AMI_Data_Pipeline,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=AMI_Data_Pipeline&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:apiid-poc-api,apiid-poc-api,develop,11/11/2022,19,5,137,2,3,4,1,5,1.20%,770,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,2112,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:apiid-poc-api&branch=develop
0b71ec1d-a9ef-423b-a599-66c396fc16ba:apiid-poc-api,apiid-poc-api,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:apiid-poc-api&branch=master
ARM_AutoRabitD,ARM_AutoRabitD,ezcommits_jira1234,12/9/2022,0,0,1,0,1,1,1,1,1.70%,5,,0.00%,,,,,,,,,,,,,,10,https://sonarqube-us.nationalgrid.com/dashboard?id=ARM_AutoRabitD&branch=ezcommits_jira1234
ARM_AutoRabitD,ARM_AutoRabitD,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=ARM_AutoRabitD&branch=master
00d750000000mwkeam,AutoRabitP,CodeScanforAutoRbitPSandbox,3/28/2023,746,1050,9211,101,5,4,1,5,2.80%,122522,,13.60%,0,,,,,,,,,,,,,143399,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=CodeScanforAutoRbitPSandbox
00d750000000mwkeam,AutoRabitP,ezcommits_commitandvalidation,3/28/2023,0,1,0,0,1,3,1,1,0.00%,0,,0.00%,,,,,,,,,,,,,,21,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_commitandvalidation
00d750000000mwkeam,AutoRabitP,ezcommits_loggertestbasedonchanges,4/6/2023,0,2,6,3,1,3,1,5,0.80%,37,,0.00%,0,,,,,,,,,,,,,148,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_loggertestbasedonchanges
00d750000000mwkeam,AutoRabitP,ezcommits_modifyingapexclass.20230316070902762,3/16/2023,0,0,1,0,1,1,1,1,1.90%,5,,0.00%,,,,,,,,,,,,,,9,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_modifyingapexclass.20230316070902762
00d750000000mwkeam,AutoRabitP,ezcommits_testinggbe_workorders,4/5/2023,0,0,1,0,1,1,1,1,0.00%,70,,1.30%,,,,,,,,,,,,,,5650,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testinggbe_workorders
00d750000000mwkeam,AutoRabitP,ezcommits_testinggbewo,4/6/2023,0,0,1,0,1,1,1,1,0.00%,70,,1.30%,,,,,,,,,,,,,,5649,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testinggbewo
00d750000000mwkeam,AutoRabitP,ezcommits_testingng_webserivceclass,4/6/2023,3,1,125,0,3,2,1,1,2.80%,1735,,3.40%,,,,,,,,,,,,,,2062,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingng_webserivceclass
00d750000000mwkeam,AutoRabitP,ezcommits_testingruntestbasedonchanges,4/5/2023,0,1,6,1,1,3,1,5,3.30%,75,,0.00%,0,,,,,,,,,,,,,76,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingruntestbasedonchanges
00d750000000mwkeam,AutoRabitP,ezcommits_testingsca,3/30/2023,0,5,40,0,1,3,1,1,2.40%,495,,0.00%,,,,,,,,,,,,,,699,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingsca
00d750000000mwkeam,AutoRabitP,ezcommits_testingscaonapexclass,3/30/2023,0,5,41,0,1,3,1,1,2.40%,500,,0.00%,,,,,,,,,,,,,,700,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingscaonapexclass
00d750000000mwkeam,AutoRabitP,ezcommits_testingsecondtimegbewo,4/6/2023,0,0,1,0,1,1,1,1,0.00%,70,,1.30%,,,,,,,,,,,,,,5649,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingsecondtimegbewo
00d750000000mwkeam,AutoRabitP,ezcommits_testingstaticcodeanalysis,3/16/2023,0,5,40,0,1,3,1,1,2.40%,495,,0.00%,,,,,,,,,,,,,,699,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingstaticcodeanalysis
00d750000000mwkeam,AutoRabitP,ezcommits_testingthetestlevel,4/5/2023,0,1,6,1,1,3,1,5,3.30%,75,,0.00%,0,,,,,,,,,,,,,76,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingthetestlevel
00d750000000mwkeam,AutoRabitP,ezcommits_testingthirdtime,4/5/2023,0,1,6,1,1,3,1,5,3.30%,75,,0.00%,0,,,,,,,,,,,,,76,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingthirdtime
00d750000000mwkeam,AutoRabitP,ezcommits_testingthirdtimegbewo,4/6/2023,0,0,1,0,1,1,1,1,0.00%,70,,1.30%,,,,,,,,,,,,,,5649,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testingthirdtimegbewo
00d750000000mwkeam,AutoRabitP,ezcommits_testscawithallsupportedmetadatatypes,3/29/2023,0,5,40,0,1,3,1,1,2.40%,495,,0.00%,,,,,,,,,,,,,,699,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=ezcommits_testscawithallsupportedmetadatatypes
00d750000000mwkeam,AutoRabitP,master,3/15/2023,746,1050,9201,101,5,4,1,5,2.80%,122419,,13.60%,0,,,,,,,,,,,,,143344,https://sonarqube-us.nationalgrid.com/dashboard?id=00d750000000mwkeam&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:avls-vehicles-sapi,avls-vehicles-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:avls-vehicles-sapi&branch=master
com.mulesoft:azure-key-vault-connector,azure-key-vault-connector,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=com.mulesoft:azure-key-vault-connector&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:azuredb-code-lookup-sapi,azuredb-code-lookup-sapi,develop,11/10/2022,11,1,64,4,4,4,1,5,0.30%,462,88.90%,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,4437,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:azuredb-code-lookup-sapi&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:azuredb-code-lookup-sapi,azuredb-code-lookup-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:azuredb-code-lookup-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi,b2c-sapi,master,6/2/2023,0,3,194,2,1,4,1,5,1.60%,1332,,0.00%,0,0,0,2,0,1,1,1,1,0.00%,,0.00%,,2861,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:b2c-sapi,b2c-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:b2c-sapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:batch-pif-eapi,batch-pif-eapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:batch-pif-eapi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:bills,bills-papi,develop,5/17/2023,18,4,107,5,3,4,1,5,0.70%,948,0.00%,0.00%,0,,,,,,,,,,,,,4783,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:bills&branch=develop
56c14f77-79ed-4de3-8313-d542ea9f232b:bills,bills-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:bills&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills-papi,bills-papi,master,5/17/2023,18,4,107,5,3,4,1,5,0.70%,948,0.00%,0.00%,0,,,,,,,,,,,,,4783,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills-papi&branch=master
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_128,5/26/2023,0,0,69,0,1,1,2,1,6.20%,1472,,0.00%,,,,,,,,,,,,,,793,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_128
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_129,5/26/2023,0,0,69,0,1,1,2,1,6.20%,1472,,0.00%,,,,,,,,,,,,,,793,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_129
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_130,5/26/2023,0,0,69,0,1,1,2,1,6.20%,1472,,0.00%,,,,,,,,,,,,,,793,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_130
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_131,5/26/2023,15,71,525,27,3,3,1,5,3.40%,7937,,19.20%,0,,,,,,,,,,,,,7774,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_131
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_132,5/26/2023,15,71,525,27,3,3,1,5,3.40%,7937,,19.20%,0,,,,,,,,,,,,,7774,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_132
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_133,5/26/2023,15,71,525,27,3,3,1,5,3.40%,7937,,19.20%,0,,,,,,,,,,,,,7774,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_133
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_134,5/29/2023,1,0,34,0,3,1,1,1,2.10%,796,,0.00%,,,,,,,,,,,,,,1241,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_134
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_135,5/30/2023,1,0,34,0,3,1,1,1,2.10%,796,,0.00%,,,,,,,,,,,,,,1241,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_135
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_136,5/30/2023,1,0,34,0,3,1,1,1,2.10%,796,,0.00%,,,,,,,,,,,,,,1241,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_136
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_137,5/30/2023,1,0,34,0,3,1,1,1,2.10%,796,,0.00%,,,,,,,,,,,,,,1241,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_137
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_138,5/30/2023,25,1,115,0,3,2,1,1,2.30%,1577,,7.40%,,,,,,,,,,,,,,2237,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_138
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_139,5/30/2023,1,0,34,0,3,1,1,1,2.10%,796,,0.00%,,,,,,,,,,,,,,1241,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_139
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_142,5/30/2023,24,1,81,0,3,2,1,1,2.60%,781,,16.70%,,,,,,,,,,,,,,996,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_142
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_143,5/31/2023,13,13,147,10,3,3,1,5,1.40%,2735,,16.50%,0,,,,,,,,,,,,,6659,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_143
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_147,6/2/2023,3,2,9,0,3,3,1,1,1.30%,78,,9.90%,,,,,,,,,,,,,,200,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_147
bitbucketprod,BitbucketProd,ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_148,6/5/2023,0,13,45,0,1,3,1,1,3.90%,706,,0.00%,,,,,,,,,,,,,,596,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=ci_MergeRequestJobUATValidation_feature/JUNE2023-Develop_148
bitbucketprod,BitbucketProd,develop,3/29/2023,544,908,8363,92,4,4,1,5,2.80%,113589,,13.90%,0,,,,,,,,,,,,,136588,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=develop
bitbucketprod,BitbucketProd,master,3/2/2023,741,1043,9354,101,5,4,1,5,2.90%,123132,,14.80%,0,,,,,,,,,,,,,143067,https://sonarqube-us.nationalgrid.com/dashboard?id=bitbucketprod&branch=master
6d006d9e-f49c-4289-997d-55365c7a6185:brp-chargesubmission-sapi,brp-chargesubmission-sapi,master,12/15/2022,0,1,352,7,1,4,1,5,3.10%,1314,,0.00%,0,0,0,36,0,1,1,1,1,0.00%,,0.00%,,1427,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:brp-chargesubmission-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-communication-papi,c2c-communication-papi,master,2/3/2023,475,202,2790,63,3,4,1,5,3.10%,16870,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,18022,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-communication-papi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-nucleus-css-payment-sapi,c2c-css-payment-sapi,master,1/30/2023,78,19,293,4,3,4,1,5,0.90%,2898,,0.00%,0,,,,,,,,,,,,,11187,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-nucleus-css-payment-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-css-sapi,c2c-cust-account-css-sapi,master,1/30/2023,677,438,2271,3,3,4,1,5,3.50%,30260,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,28945,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-css-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-ods-sapi,c2c-cust-account-ods-sapi,master,12/14/2022,110,56,431,3,3,4,1,5,2.20%,5666,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,8601,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-ods-sapi&branch=master
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,master,5/22/2023,583,386,2470,3,3,4,1,5,2.50%,28133,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,37593,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-acct-mgmt-papi&branch=master
56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,develop,5/22/2023,583,386,2470,3,3,4,1,5,2.50%,28133,,0.00%,0,,,,,,,,,,,,,37594,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-cust-acct-mgmt-papi&branch=develop
