# Project Key:1,Project Name:2,Last Analysis:3,bugs:4,vulnerabilities:5,code_smells:6,security_hotspots:7,reliability_rating:8,security_rating:9,sqale_rating:10,security_review_rating:11,sqale_debt_ratio:12,sqale_index:13,coverage:14,duplicated_lines_density:15,security_hotspots_reviewed:16,new_bugs:17,new_vulnerabilities:18,new_code_smells:19,new_security_hotspots:20,new_reliability_rating:21,new_security_rating:22,new_maintainability_rating:23,new_security_review_rating:24,new_sqale_debt_ratio:25,new_coverage:26,new_duplicated_lines_density:27,new_security_hotspots_reviewed:28,ncloc:29,test_success_density:30,business_value:31,critical_violations:32,generated_lines:33,uncovered_lines:34,lines_to_cover:35,iz_component_batch:36,new_major_violations:37,new_lines:38,new_branch_coverage:39,iz_scripting_components:40,false_positive_issues:41,new_blocker_violations:42,new_security_remediation_effort:43,duplications_data:44,minor_violations:45,reliability_remediation_effort:46,generated_ncloc:47,line_coverage:48,conditions_to_cover:49,iz_mule_version:50,files:51,new_critical_violations:52,open_issues:53,comment_lines_density:54,statements:55,iz_warn_loggers:56,confirmed_issues:57,ncloc_language_distribution:58,wont_fix_issues:59,iz_client:60,new_technical_debt:61,directories:62,iz_component_file:63,duplicated_blocks:64,skipped_tests:65,new_violations:66,tests:67,quality_gate_details:68,new_uncovered_lines:69,iz_component_loggers:70,iz_api_no_of_apis:71,iz_debug_loggers:72,iz_component_ftp:73,new_info_violations:74,new_duplicated_blocks:75,test_failures:76,security_remediation_effort:77,new_uncovered_conditions:78,blocker_violations:79,iz_business_group:80,iz_error_loggers:81,new_duplicated_lines:82,releasability_rating:83,iz_component_database:84,violations:85,iz_global_exception_conf:86,major_violations:87,duplicated_lines:88,iz_component_ws:89,iz_listener_http:90,iz_component_flows:91,team_size:92,comment_lines:93,burned_budget:94,test_execution_time:95,new_line_coverage:96,info_violations:97,new_lines_to_cover:98,test_errors:99,alert_status:100,iz_info_loggers:101,effort_to_reach_maintainability_rating_a:102,functions:103,new_reliability_remediation_effort:104,iz_component_dw:105,duplicated_files:106,classes:107,cognitive_complexity:108,projects:109,lines:110,reopened_issues:111,complexity:112,new_minor_violations:113,iz_component_vm:114,iz_listener_https:115,uncovered_conditions:116,iz_muit_exists:117,new_conditions_to_cover:118,iz_trace_loggers:119,branch_coverage:120,URL:121
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-vehicles-app,admsne-vehicles-app,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsne-vehicles-app,admsne-vehicles-app,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outage-sapi,admsny-outages-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-outage-sapi,admsny-outages-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api,admsny-troublecalls-res-api,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:admsny-vehicles-app,admsny-vehicles-app,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-vehicles-app,admsny-vehicles-app,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi,ags-css-sapi,2023-05-24,14,3,105,3,3,4,1,5,1.0%,635,,0.0%,0.0,0,0,0,0,1,1,1,1,0.0%,,0.0%,,2071,,,5,,,,0,0,4,,0,0,0,0,,31,210,,,,4.x,39,0,122,,,0,0,api=271;mule=1800,0,,0,,0,0,,0,,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,18,1,0,0,0,0,,9,0,0,NA,0,0,,0,122,No,25,0,0,2,8,,,,,,61,0,,OK,0,0,,0,16,0,,,,2205,0,,0,0,0,,Yes,0,0,
56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:ami-cc-events-notificatons-app,ami-cc-events-notificatons-app,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:ami-customers-meters-papi,ami-customers-meters-papi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:ami-customers-meters-papi,ami-customers-meters-papi,2023-07-24,24,6,181,4,3,4,1,5,4.1%,1699,0.0%,0.0%,0.0,,,,,,,,,,,,,1382,,,3,,14,14,0,,,,0,0,,,,95,360,,0.0%,,4.x,101,,211,0.0%,13,0,0,api=1268;java=25;mule=89,0,,,,0,0,,,,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,36,0,0,0,,,,78,,0,NA,0,,,0,211,No,56,0,0,2,7,,0,,,,57,,,OK,0,0,2,,25,0,1,1,,4935,0,2,,0,0,,Yes,,0,
AMI_Data_Pipeline,AMI_Data_Pipeline,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:apiid-poc-api,apiid-poc-api,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM_AutoRabitD,ARM_AutoRabitD,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d750000000mwkeam,AutoRabitP,2023-03-15,746,1050,9201,101,5,4,1,5,2.8%,122419,,13.6%,0.0,,,,,,,,,,,,,143344,,,632,,,,0,,,,0,0,,,,3348,13996,,,,,2884,,10997,17.4%,199883,0,0,sf=135923;vf=7421,0,,,,0,2226,,,,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,0,0,0,0,,,,28485,,3,,0,,,0,10997,,6978,31408,0,0,0,,30166,,,,36,,,OK,0,0,5828,,0,219,1293,,,230282,0,28345,,0,0,,,,0,
56c14f77-79ed-4de3-8313-d542ea9f232b:avls-vehicles-sapi,avls-vehicles-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d006d9e-f49c-4289-997d-55365c7a6185:avls-vehicles-sapi,avls-vehicles-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.mulesoft:azure-key-vault-connector,azure-key-vault-connector,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:azuredb-code-lookup-sapi,azuredb-code-lookup-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:b2c-sapi,b2c-sapi,2023-06-07,0,3,194,2,1,4,1,5,1.6%,1332,,0.0%,0.0,0,0,0,0,1,1,1,1,0.0%,,0.0%,,2862,,,14,,,,0,0,3,,0,0,0,0,,63,0,,,,4.x,65,0,197,,,0,0,mule=2862,0,,0,,0,0,,0,,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,56,0,0,0,0,0,,11,0,0,NA,2,0,,0,197,No,28,0,0,2,10,,,,,,92,0,,OK,2,0,,0,29,0,,,,3844,0,,0,0,0,,Yes,0,0,
56c14f77-79ed-4de3-8313-d542ea9f232b:b2c-sapi,b2c-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:batch-pif-eapi,batch-pif-eapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56c14f77-79ed-4de3-8313-d542ea9f232b:bills,bills-papi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:bills-papi,bills-papi,2023-05-17,18,4,107,5,3,4,1,5,0.7%,948,0.0%,0.0%,0.0,,,,,,,,,,,,,4783,,,2,,15,15,0,,,,0,0,,,,57,270,,0.0%,,4.x,143,,129,0.0%,13,0,0,api=2793;java=31;mule=1959,0,,,,0,0,,,,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,17,1,0,0,,,,48,,0,NA,0,,,0,129,No,32,0,0,2,4,,1,,,,38,,,OK,0,0,1,,13,0,1,2,,6040,0,2,,0,0,,Yes,,0,
bitbucketprod,BitbucketProd,2023-03-02,741,1043,9354,101,5,4,1,5,2.9%,123132,,14.8%,0.0,,,,,,,,,,,,,143067,,,632,,,,0,,,,0,0,,,,3355,13846,,,,,2860,,11138,17.4%,199835,0,0,sf=135843;vf=7224,0,,,,0,2230,,,,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,0,0,0,0,,,,28335,,3,,0,,,0,11138,,7112,33953,0,0,0,,30230,,,,36,,,OK,0,0,5810,,0,219,1286,,,230057,0,28308,,0,0,,,,0,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-communication-papi,c2c-communication-papi,2023-02-03,475,202,2790,63,3,4,1,5,3.1%,16870,,0.0%,0.0,0,0,0,0,1,1,1,1,0.0%,,0.0%,,18022,,,71,,,,0,0,19,,0,0,0,0,,1790,7125,,,,4.x,263,0,3467,,,0,0,api=4358;mule=13664,0,,0,,0,0,,0,,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,415,1,0,0,0,0,,2976,0,0,NA,0,0,,1,3467,No,847,0,0,2,73,,,,,,759,0,,OK,29,0,,0,185,0,,,,18601,0,,0,0,0,,Yes,0,0,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-nucleus-css-payment-sapi,c2c-css-payment-sapi,2023-01-30,78,19,293,4,3,4,1,5,0.9%,2898,,0.0%,0.0,,,,,,,,,,,,,11187,,,12,,,,0,,,,0,0,,,,185,1170,,,,4.x,283,,390,,,0,0,api=7808;mule=3379,0,,,,0,0,,,,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,54,12,0,0,,,,255,,0,NA,0,,,0,390,No,112,0,0,1,14,,,,,,81,,,OK,2,0,,,26,0,,,,13510,0,,,0,1,,Yes,,0,
56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-css-payment-sapi,c2c-css-payment-sapi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-account-css-sapi,c2c-cust-account-css-sapi,2023-01-30,677,438,2271,3,3,4,1,5,3.5%,30260,,0.0%,0.0,0,0,0,0,1,1,1,1,0.0%,,0.0%,,28945,,,35,,,,0,0,12,,0,0,0,0,,1938,10155,,,,4.x,411,0,3386,,,0,0,api=16277;mule=12668,0,,0,,0,0,,0,,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,139,35,0,0,0,0,,6483,0,0,NA,0,0,,0,3386,No,1208,0,1,2,38,,,,,,205,0,,OK,1,0,,0,78,0,,,,31928,0,,0,0,0,,Yes,0,0,
0b71ec1d-a9ef-423b-a599-66c396fc16ba:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,2023-08-30,583,386,2483,3,3,4,1,5,3.6%,28250,,0.0%,0.0,0,0,0,0,1,1,1,1,0.0%,,0.0%,,25863,,,92,,,,0,0,10,,0,0,0,0,,1688,8745,,,,4.x,628,0,3452,,,0,0,api=18270;mule=7593,0,,0,,0,0,,0,,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",0,283,32,0,0,0,0,,5492,0,0,NA,0,0,,0,3452,No,1138,0,0,2,64,,,,,,534,0,,OK,0,0,,0,187,0,,,,39042,0,,0,0,0,,Yes,0,0,
56c14f77-79ed-4de3-8313-d542ea9f232b:c2c-cust-acct-mgmt-papi,c2c-cust-acct-mgmt-papi,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
